hashtag,category,subcategory,language,estimated_posts,avg_engagement_rate,professional_use
nightselfcare,Trending Formats,Instagram Trends,en,346,3.4,False
beautyinspo,Trending Formats,Instagram Trends,en,22214,3.0,False
wellnessinspo,Trending Formats,Instagram Trends,en,523,3.4,False
topfacial,Trending Formats,Instagram Trends,en,3802,3.7,False
spainspo,Trending Formats,Instagram Trends,en,3209,3.1,False
ourwellnessjourney,Trending Formats,Instagram Trends,en,45897,3.3,False
dailyroutine,Trending Formats,Instagram Trends,en,797,3.3,False
youryogajourney,Trending Formats,Instagram Trends,en,467,3.1,False
mybeautyjourney,Trending Formats,Instagram Trends,en,480,3.5,False
bestfacial,Trending Formats,Instagram Trends,en,30982,3.2,False
yourspajourney,Trending Formats,Instagram Trends,en,369,3.5,False
nightritual,Trending Formats,Instagram Trends,en,346,3.4,False
morningselfcare,Trending Formats,Instagram Trends,en,4201,3.5,False
bestmassage,Trending Formats,Instagram Trends,en,16429,3.8,False
dailyselfcare,Trending Formats,Instagram Trends,en,559,3.3,False
yourbeautyjourney,Trending Formats,Instagram Trends,en,1889,3.3,False
favoritefacial,Trending Formats,Instagram Trends,en,22395,3.4,False
favoriteskincare,Trending Formats,Instagram Trends,en,341,3.7,False
spa1,Mass Tags,Generated,en,370,2.5,False
spa2,Mass Tags,Generated,en,119,3.3,False
spa3,Mass Tags,Generated,en,275,3.0,False
spa4,Mass Tags,Generated,en,246,3.7,False
spa5,Mass Tags,Generated,en,2762,3.3,False
spa6,Mass Tags,Generated,en,556,2.8,False
spa7,Mass Tags,Generated,en,3234,3.8,False
spa8,Mass Tags,Generated,en,4966,2.7,False
spa9,Mass Tags,Generated,en,1400,3.3,False
spa10,Mass Tags,Generated,en,183,3.4,False
spa11,Mass Tags,Generated,en,3647,3.3,False
spa12,Mass Tags,Generated,en,350,3.5,False
spa13,Mass Tags,Generated,en,34,3.0,False
spa14,Mass Tags,Generated,en,4592,2.5,False
spa15,Mass Tags,Generated,en,4879,2.6,False
spa16,Mass Tags,Generated,en,375,2.8,False
spa17,Mass Tags,Generated,en,3532,3.2,False
spa18,Mass Tags,Generated,en,147,2.5,False
spa19,Mass Tags,Generated,en,3641,2.6,False
spa20,Mass Tags,Generated,en,4510,3.4,False
spa21,Mass Tags,Generated,en,236,2.7,False
spa22,Mass Tags,Generated,en,921,3.0,False
spa23,Mass Tags,Generated,en,4323,3.2,False
spa24,Mass Tags,Generated,en,313,2.8,False
spa25,Mass Tags,Generated,en,2046,2.8,False
spa26,Mass Tags,Generated,en,197,2.5,False
spa27,Mass Tags,Generated,en,4416,3.7,False
spa28,Mass Tags,Generated,en,2707,3.7,False
spa29,Mass Tags,Generated,en,2200,3.3,False
spa30,Mass Tags,Generated,en,49,3.1,False
wellness1,Mass Tags,Generated,en,259,2.6,False
wellness2,Mass Tags,Generated,en,1958,3.1,False
wellness3,Mass Tags,Generated,en,388,2.7,False
wellness4,Mass Tags,Generated,en,186,3.7,False
wellness5,Mass Tags,Generated,en,102,3.1,False
wellness6,Mass Tags,Generated,en,2916,3.7,False
wellness7,Mass Tags,Generated,en,227,2.7,False
wellness8,Mass Tags,Generated,en,305,3.2,False
wellness9,Mass Tags,Generated,en,148,3.3,False
wellness10,Mass Tags,Generated,en,314,3.0,False
wellness11,Mass Tags,Generated,en,291,3.3,False
wellness12,Mass Tags,Generated,en,3687,2.7,False
wellness13,Mass Tags,Generated,en,354,3.4,False
wellness14,Mass Tags,Generated,en,371,3.4,False
wellness15,Mass Tags,Generated,en,759,2.7,False
wellness16,Mass Tags,Generated,en,3962,2.7,False
wellness17,Mass Tags,Generated,en,14,3.7,False
wellness18,Mass Tags,Generated,en,403,3.2,False
wellness19,Mass Tags,Generated,en,426,2.9,False
wellness20,Mass Tags,Generated,en,4746,3.4,False
wellness21,Mass Tags,Generated,en,4630,2.6,False
wellness22,Mass Tags,Generated,en,4846,3.7,False
wellness23,Mass Tags,Generated,en,297,2.9,False
wellness24,Mass Tags,Generated,en,79,3.2,False
wellness25,Mass Tags,Generated,en,3456,3.6,False
wellness26,Mass Tags,Generated,en,617,3.4,False
wellness27,Mass Tags,Generated,en,2395,3.1,False
wellness28,Mass Tags,Generated,en,461,3.1,False
wellness29,Mass Tags,Generated,en,81,2.8,False
wellness30,Mass Tags,Generated,en,279,3.7,False
beauty1,Mass Tags,Generated,en,216,2.8,False
beauty2,Mass Tags,Generated,en,414,3.4,False
beauty3,Mass Tags,Generated,en,52,2.9,False
beauty4,Mass Tags,Generated,en,130,3.1,False
beauty5,Mass Tags,Generated,en,472,2.9,False
beauty6,Mass Tags,Generated,en,442,3.1,False
beauty7,Mass Tags,Generated,en,91,3.6,False
beauty8,Mass Tags,Generated,en,121,3.2,False
beauty9,Mass Tags,Generated,en,1431,3.6,False
beauty10,Mass Tags,Generated,en,441,2.6,False
beauty11,Mass Tags,Generated,en,452,3.6,False
beauty12,Mass Tags,Generated,en,160,2.9,False
beauty13,Mass Tags,Generated,en,258,2.9,False
beauty14,Mass Tags,Generated,en,39,3.5,False
beauty15,Mass Tags,Generated,en,187,3.2,False
beauty16,Mass Tags,Generated,en,1689,3.8,False
beauty17,Mass Tags,Generated,en,21,3.2,False
beauty18,Mass Tags,Generated,en,991,2.9,False
beauty19,Mass Tags,Generated,en,460,3.5,False
beauty20,Mass Tags,Generated,en,3788,3.7,False
beauty21,Mass Tags,Generated,en,305,3.0,False
beauty22,Mass Tags,Generated,en,291,3.8,False
beauty23,Mass Tags,Generated,en,50,3.4,False
beauty24,Mass Tags,Generated,en,155,3.7,False
beauty25,Mass Tags,Generated,en,382,2.9,False
beauty26,Mass Tags,Generated,en,224,3.6,False
beauty27,Mass Tags,Generated,en,3308,3.3,False
beauty28,Mass Tags,Generated,en,1560,2.5,False
beauty29,Mass Tags,Generated,en,71,2.6,False
beauty30,Mass Tags,Generated,en,435,2.9,False
skincare1,Mass Tags,Generated,en,2095,2.8,False
skincare2,Mass Tags,Generated,en,1265,3.3,False
skincare3,Mass Tags,Generated,en,10,2.7,False
skincare4,Mass Tags,Generated,en,3229,2.6,False
skincare5,Mass Tags,Generated,en,248,3.0,False
skincare6,Mass Tags,Generated,en,1576,2.9,False
skincare7,Mass Tags,Generated,en,199,3.0,False
skincare8,Mass Tags,Generated,en,58,2.6,False
skincare9,Mass Tags,Generated,en,2366,3.0,False
skincare10,Mass Tags,Generated,en,4639,3.3,False
skincare11,Mass Tags,Generated,en,428,2.5,False
skincare12,Mass Tags,Generated,en,2680,3.7,False
skincare13,Mass Tags,Generated,en,447,2.9,False
skincare14,Mass Tags,Generated,en,36,3.5,False
skincare15,Mass Tags,Generated,en,2782,3.5,False
skincare16,Mass Tags,Generated,en,1755,2.8,False
skincare17,Mass Tags,Generated,en,3045,2.5,False
skincare18,Mass Tags,Generated,en,3469,2.9,False
skincare19,Mass Tags,Generated,en,4611,2.5,False
skincare20,Mass Tags,Generated,en,224,2.7,False
skincare21,Mass Tags,Generated,en,4891,3.4,False
skincare22,Mass Tags,Generated,en,319,3.6,False
skincare23,Mass Tags,Generated,en,3080,3.6,False
skincare24,Mass Tags,Generated,en,207,2.7,False
skincare25,Mass Tags,Generated,en,477,2.8,False
skincare26,Mass Tags,Generated,en,96,2.7,False
skincare27,Mass Tags,Generated,en,1833,3.0,False
skincare28,Mass Tags,Generated,en,400,3.1,False
skincare29,Mass Tags,Generated,en,3809,2.9,False
skincare30,Mass Tags,Generated,en,238,2.9,False
massage1,Mass Tags,Generated,en,236,3.0,False
massage2,Mass Tags,Generated,en,1633,3.3,False
massage3,Mass Tags,Generated,en,451,2.9,False
massage4,Mass Tags,Generated,en,3467,3.2,False
massage5,Mass Tags,Generated,en,1705,3.6,False
massage6,Mass Tags,Generated,en,2555,3.6,False
massage7,Mass Tags,Generated,en,449,2.9,False
massage8,Mass Tags,Generated,en,4290,3.0,False
massage9,Mass Tags,Generated,en,139,3.4,False
massage10,Mass Tags,Generated,en,271,3.7,False
massage11,Mass Tags,Generated,en,773,3.3,False
massage12,Mass Tags,Generated,en,4319,2.5,False
massage13,Mass Tags,Generated,en,145,2.6,False
massage14,Mass Tags,Generated,en,304,3.2,False
massage15,Mass Tags,Generated,en,268,3.5,False
massage16,Mass Tags,Generated,en,1407,3.7,False
massage17,Mass Tags,Generated,en,2670,3.8,False
massage18,Mass Tags,Generated,en,1860,3.8,False
massage19,Mass Tags,Generated,en,28,2.9,False
massage20,Mass Tags,Generated,en,4765,3.4,False
massage21,Mass Tags,Generated,en,341,3.6,False
massage22,Mass Tags,Generated,en,3304,3.2,False
massage23,Mass Tags,Generated,en,4180,3.1,False
massage24,Mass Tags,Generated,en,2504,3.1,False
massage25,Mass Tags,Generated,en,438,3.4,False
massage26,Mass Tags,Generated,en,145,3.6,False
massage27,Mass Tags,Generated,en,2155,3.7,False
massage28,Mass Tags,Generated,en,465,3.6,False
massage29,Mass Tags,Generated,en,854,3.2,False
massage30,Mass Tags,Generated,en,291,3.7,False
yoga1,Mass Tags,Generated,en,615,3.5,False
yoga2,Mass Tags,Generated,en,66,2.7,False
yoga3,Mass Tags,Generated,en,1859,3.0,False
yoga4,Mass Tags,Generated,en,3558,3.1,False
yoga5,Mass Tags,Generated,en,4727,3.8,False
yoga6,Mass Tags,Generated,en,1765,2.9,False
yoga7,Mass Tags,Generated,en,299,3.5,False
yoga8,Mass Tags,Generated,en,3976,2.8,False
yoga9,Mass Tags,Generated,en,214,3.4,False
yoga10,Mass Tags,Generated,en,133,2.6,False
yoga11,Mass Tags,Generated,en,2857,3.6,False
yoga12,Mass Tags,Generated,en,2161,3.3,False
yoga13,Mass Tags,Generated,en,452,3.8,False
yoga14,Mass Tags,Generated,en,163,2.6,False
yoga15,Mass Tags,Generated,en,239,3.3,False
yoga16,Mass Tags,Generated,en,170,3.4,False
yoga17,Mass Tags,Generated,en,3187,2.8,False
yoga18,Mass Tags,Generated,en,2578,3.4,False
yoga19,Mass Tags,Generated,en,134,2.9,False
yoga20,Mass Tags,Generated,en,2523,2.8,False
yoga21,Mass Tags,Generated,en,304,3.7,False
yoga22,Mass Tags,Generated,en,428,3.2,False
yoga23,Mass Tags,Generated,en,4809,3.8,False
yoga24,Mass Tags,Generated,en,300,3.2,False
yoga25,Mass Tags,Generated,en,209,3.7,False
yoga26,Mass Tags,Generated,en,1005,3.5,False
yoga27,Mass Tags,Generated,en,51,3.3,False
yoga28,Mass Tags,Generated,en,4428,2.9,False
yoga29,Mass Tags,Generated,en,431,3.4,False
yoga30,Mass Tags,Generated,en,99,3.6,False
meditation1,Mass Tags,Generated,en,3797,3.5,False
meditation2,Mass Tags,Generated,en,4066,3.7,False
meditation3,Mass Tags,Generated,en,4978,3.5,False
meditation4,Mass Tags,Generated,en,951,3.0,False
meditation5,Mass Tags,Generated,en,450,3.8,False
meditation6,Mass Tags,Generated,en,3532,3.4,False
meditation7,Mass Tags,Generated,en,251,3.5,False
meditation8,Mass Tags,Generated,en,3894,3.3,False
meditation9,Mass Tags,Generated,en,330,2.9,False
meditation10,Mass Tags,Generated,en,2946,3.6,False
meditation11,Mass Tags,Generated,en,4785,3.2,False
meditation12,Mass Tags,Generated,en,257,3.1,False
meditation13,Mass Tags,Generated,en,272,3.0,False
meditation14,Mass Tags,Generated,en,196,2.9,False
meditation15,Mass Tags,Generated,en,388,2.5,False
meditation16,Mass Tags,Generated,en,279,3.0,False
meditation17,Mass Tags,Generated,en,258,3.1,False
meditation18,Mass Tags,Generated,en,131,2.9,False
meditation19,Mass Tags,Generated,en,241,3.0,False
meditation20,Mass Tags,Generated,en,414,2.5,False
meditation21,Mass Tags,Generated,en,134,3.1,False
meditation22,Mass Tags,Generated,en,103,3.1,False
meditation23,Mass Tags,Generated,en,4670,3.8,False
meditation24,Mass Tags,Generated,en,4243,3.1,False
meditation25,Mass Tags,Generated,en,164,3.5,False
meditation26,Mass Tags,Generated,en,161,3.2,False
meditation27,Mass Tags,Generated,en,296,2.5,False
meditation28,Mass Tags,Generated,en,162,3.7,False
meditation29,Mass Tags,Generated,en,447,3.6,False
meditation30,Mass Tags,Generated,en,3468,2.9,False
facial1,Mass Tags,Generated,en,230,2.7,False
facial2,Mass Tags,Generated,en,351,3.5,False
facial3,Mass Tags,Generated,en,292,2.6,False
facial4,Mass Tags,Generated,en,4487,3.6,False
facial5,Mass Tags,Generated,en,317,3.0,False
facial6,Mass Tags,Generated,en,2324,2.7,False
facial7,Mass Tags,Generated,en,130,3.5,False
facial8,Mass Tags,Generated,en,173,3.1,False
facial9,Mass Tags,Generated,en,463,3.2,False
facial10,Mass Tags,Generated,en,1617,3.1,False
facial11,Mass Tags,Generated,en,812,2.7,False
facial12,Mass Tags,Generated,en,424,2.8,False
facial13,Mass Tags,Generated,en,3155,3.6,False
facial14,Mass Tags,Generated,en,3450,3.4,False
facial15,Mass Tags,Generated,en,3737,3.2,False
facial16,Mass Tags,Generated,en,389,2.5,False
facial17,Mass Tags,Generated,en,45,3.5,False
facial18,Mass Tags,Generated,en,3598,3.2,False
facial19,Mass Tags,Generated,en,214,3.1,False
facial20,Mass Tags,Generated,en,2312,3.8,False
facial21,Mass Tags,Generated,en,2733,2.7,False
facial22,Mass Tags,Generated,en,3448,3.1,False
facial23,Mass Tags,Generated,en,3039,2.8,False
facial24,Mass Tags,Generated,en,384,3.7,False
facial25,Mass Tags,Generated,en,1251,3.5,False
facial26,Mass Tags,Generated,en,788,3.7,False
facial27,Mass Tags,Generated,en,1664,3.1,False
facial28,Mass Tags,Generated,en,4304,3.7,False
facial29,Mass Tags,Generated,en,306,2.7,False
facial30,Mass Tags,Generated,en,2385,3.3,False
organic1,Mass Tags,Generated,en,391,3.5,False
organic2,Mass Tags,Generated,en,1489,2.8,False
organic3,Mass Tags,Generated,en,380,3.0,False
organic4,Mass Tags,Generated,en,1169,3.4,False
organic5,Mass Tags,Generated,en,2911,3.4,False
organic6,Mass Tags,Generated,en,200,2.8,False
organic7,Mass Tags,Generated,en,544,3.3,False
organic8,Mass Tags,Generated,en,101,3.0,False
organic9,Mass Tags,Generated,en,816,2.9,False
organic10,Mass Tags,Generated,en,307,3.8,False
organic11,Mass Tags,Generated,en,2391,3.3,False
organic12,Mass Tags,Generated,en,471,3.8,False
organic13,Mass Tags,Generated,en,1112,3.6,False
organic14,Mass Tags,Generated,en,222,3.5,False
organic15,Mass Tags,Generated,en,418,2.7,False
organic16,Mass Tags,Generated,en,171,3.8,False
organic17,Mass Tags,Generated,en,460,2.7,False
organic18,Mass Tags,Generated,en,768,2.6,False
organic19,Mass Tags,Generated,en,208,3.1,False
organic20,Mass Tags,Generated,en,1981,3.3,False
organic21,Mass Tags,Generated,en,201,2.6,False
organic22,Mass Tags,Generated,en,1641,3.2,False
organic23,Mass Tags,Generated,en,3156,3.0,False
organic24,Mass Tags,Generated,en,4228,3.1,False
organic25,Mass Tags,Generated,en,3227,3.0,False
organic26,Mass Tags,Generated,en,4217,2.6,False
organic27,Mass Tags,Generated,en,1613,2.5,False
organic28,Mass Tags,Generated,en,269,3.7,False
organic29,Mass Tags,Generated,en,2137,3.7,False
organic30,Mass Tags,Generated,en,415,2.8,False
natural1,Mass Tags,Generated,en,115,2.8,False
natural2,Mass Tags,Generated,en,299,3.7,False
natural3,Mass Tags,Generated,en,432,2.7,False
natural4,Mass Tags,Generated,en,3938,2.7,False
natural5,Mass Tags,Generated,en,138,2.9,False
natural6,Mass Tags,Generated,en,186,3.1,False
natural7,Mass Tags,Generated,en,4818,2.9,False
natural8,Mass Tags,Generated,en,453,3.1,False
natural9,Mass Tags,Generated,en,343,3.8,False
natural10,Mass Tags,Generated,en,2316,2.5,False
natural11,Mass Tags,Generated,en,168,3.2,False
natural12,Mass Tags,Generated,en,60,3.6,False
natural13,Mass Tags,Generated,en,453,2.9,False
natural14,Mass Tags,Generated,en,1243,2.8,False
natural15,Mass Tags,Generated,en,374,3.7,False
natural16,Mass Tags,Generated,en,445,3.5,False
natural17,Mass Tags,Generated,en,110,3.0,False
natural18,Mass Tags,Generated,en,89,2.7,False
natural19,Mass Tags,Generated,en,303,3.1,False
natural20,Mass Tags,Generated,en,329,3.1,False
natural21,Mass Tags,Generated,en,94,3.5,False
natural22,Mass Tags,Generated,en,92,2.8,False
natural23,Mass Tags,Generated,en,171,3.3,False
natural24,Mass Tags,Generated,en,1464,3.2,False
natural25,Mass Tags,Generated,en,2649,3.6,False
natural26,Mass Tags,Generated,en,1455,3.7,False
natural27,Mass Tags,Generated,en,4044,2.5,False
natural28,Mass Tags,Generated,en,320,2.7,False
natural29,Mass Tags,Generated,en,2587,3.2,False
natural30,Mass Tags,Generated,en,105,3.0,False
selfday2025,Auto-Generated,Combos,en,314,3.2,False
spacare2025,Auto-Generated,Combos,en,42,2.4,False
skinvibes2024,Auto-Generated,Combos,en,4671,3.2,False
wellnesstime2025,Auto-Generated,Combos,en,2472,2.8,False
glowlove,Auto-Generated,Combos,en,2963,2.4,False
selftimedaily,Auto-Generated,Combos,en,431,2.4,False
glowday,Auto-Generated,Combos,en,173,2.8,False
beautycare,Auto-Generated,Combos,en,246,2.6,False
spacaredaily,Auto-Generated,Combos,en,234,3.4,False
glowtimedaily,Auto-Generated,Combos,en,251,2.4,False
spatimedaily,Auto-Generated,Combos,en,153,3.0,False
spalifedaily,Auto-Generated,Combos,en,3158,3.1,False
selfmood,Auto-Generated,Combos,en,237,2.6,False
spamood2024,Auto-Generated,Combos,en,1254,2.6,False
skinlove2024,Auto-Generated,Combos,en,408,3.4,False
selflovedaily,Auto-Generated,Combos,en,25,2.3,False
glowlovedaily,Auto-Generated,Combos,en,1512,2.4,False
skinlovedaily,Auto-Generated,Combos,en,1674,3.0,False
selflife,Auto-Generated,Combos,en,90,3.1,False
skintime2024,Auto-Generated,Combos,en,26,3.3,False
glowgoals2024,Auto-Generated,Combos,en,2599,3.2,False
wellnessmooddaily,Auto-Generated,Combos,en,217,2.3,False
skincaredaily,Auto-Generated,Combos,en,128,3.2,False
glowgoals,Auto-Generated,Combos,en,201,2.6,False
selfvibes2025,Auto-Generated,Combos,en,378,2.4,False
skincare,Auto-Generated,Combos,en,334,3.5,False
glowvibes,Auto-Generated,Combos,en,3543,2.4,False
wellnessmood2024,Auto-Generated,Combos,en,459,3.0,False
beautycare2024,Auto-Generated,Combos,en,3465,2.6,False
selfmood2025,Auto-Generated,Combos,en,118,2.8,False
selftime2024,Auto-Generated,Combos,en,298,3.0,False
spavibesdaily,Auto-Generated,Combos,en,1310,3.1,False
glowmood2025,Auto-Generated,Combos,en,3406,3.4,False
beautygoalsdaily,Auto-Generated,Combos,en,2307,3.2,False
glowlove2024,Auto-Generated,Combos,en,1074,2.5,False
selfvibes,Auto-Generated,Combos,en,1280,2.8,False
spacare,Auto-Generated,Combos,en,3852,3.1,False
skinmooddaily,Auto-Generated,Combos,en,4979,2.9,False
glowcare,Auto-Generated,Combos,en,11,2.6,False
selfcare2024,Auto-Generated,Combos,en,4301,2.5,False
selflove2024,Auto-Generated,Combos,en,2362,3.2,False
selfgoalsdaily,Auto-Generated,Combos,en,78,3.1,False
selfvibesdaily,Auto-Generated,Combos,en,403,3.1,False
wellnessvibes2024,Auto-Generated,Combos,en,3698,3.4,False
spalife2025,Auto-Generated,Combos,en,141,3.0,False
wellnesscaredaily,Auto-Generated,Combos,en,3764,3.3,False
wellnesscare2025,Auto-Generated,Combos,en,240,2.9,False
spalovedaily,Auto-Generated,Combos,en,3816,2.3,False
spacare2024,Auto-Generated,Combos,en,1847,2.8,False
glowcare2024,Auto-Generated,Combos,en,288,3.5,False
skingoals2024,Auto-Generated,Combos,en,2920,3.5,False
skincare2025,Auto-Generated,Combos,en,404,2.6,False
wellnessgoalsdaily,Auto-Generated,Combos,en,496,2.4,False
selftime,Auto-Generated,Combos,en,254,3.3,False
wellnesslove2025,Auto-Generated,Combos,en,4272,3.3,False
glowtime,Auto-Generated,Combos,en,4179,3.3,False
glowday2025,Auto-Generated,Combos,en,2616,2.6,False
beautyvibes2025,Auto-Generated,Combos,en,1945,2.5,False
wellnesslife2024,Auto-Generated,Combos,en,453,2.6,False
skinmood2024,Auto-Generated,Combos,en,4706,3.4,False
glowmood2024,Auto-Generated,Combos,en,278,3.1,False
wellnesstime2024,Auto-Generated,Combos,en,1279,2.4,False
selfgoals2025,Auto-Generated,Combos,en,4262,2.7,False
glowvibesdaily,Auto-Generated,Combos,en,3435,2.4,False
spatime2025,Auto-Generated,Combos,en,1163,3.1,False
selflife2024,Auto-Generated,Combos,en,1578,2.9,False
wellnesscare,Auto-Generated,Combos,en,2620,2.8,False
beautylife2025,Auto-Generated,Combos,en,414,3.1,False
skincare2024,Auto-Generated,Combos,en,176,3.4,False
selfgoals2024,Auto-Generated,Combos,en,111,3.0,False
skinday2024,Auto-Generated,Combos,en,3959,2.7,False
selfcaredaily,Auto-Generated,Combos,en,383,3.3,False
beautydaydaily,Auto-Generated,Combos,en,452,2.8,False
spalove2025,Auto-Generated,Combos,en,3708,2.6,False
skinvibes2025,Auto-Generated,Combos,en,109,2.5,False
wellnessgoals2024,Auto-Generated,Combos,en,83,3.3,False
beautygoals2025,Auto-Generated,Combos,en,452,3.1,False
skinlife2024,Auto-Generated,Combos,en,3535,2.9,False
selfgoals,Auto-Generated,Combos,en,1760,2.8,False
beautylovedaily,Auto-Generated,Combos,en,2079,2.7,False
glowmood,Auto-Generated,Combos,en,491,2.5,False
selflove2025,Auto-Generated,Combos,en,275,2.7,False
beautycare2025,Auto-Generated,Combos,en,83,3.1,False
spamooddaily,Auto-Generated,Combos,en,4264,3.2,False
skinlove2025,Auto-Generated,Combos,en,4736,2.8,False
wellnesslovedaily,Auto-Generated,Combos,en,268,3.4,False
skinmood2025,Auto-Generated,Combos,en,198,2.4,False
glowgoals2025,Auto-Generated,Combos,en,272,2.9,False
wellnessvibes2025,Auto-Generated,Combos,en,3691,3.5,False
selfmooddaily,Auto-Generated,Combos,en,409,2.6,False
spagoals2024,Auto-Generated,Combos,en,1650,2.9,False
skinvibesdaily,Auto-Generated,Combos,en,653,2.6,False
glowtime2025,Auto-Generated,Combos,en,168,2.9,False
skinday2025,Auto-Generated,Combos,en,2669,2.4,False
glowlife,Auto-Generated,Combos,en,188,2.4,False
selflifedaily,Auto-Generated,Combos,en,132,3.0,False
spavibes2025,Auto-Generated,Combos,en,583,2.9,False
selfday2024,Auto-Generated,Combos,en,4520,3.2,False
beautycaredaily,Auto-Generated,Combos,en,495,2.9,False
spaday2025,Auto-Generated,Combos,en,312,2.5,False
beautytime2024,Auto-Generated,Combos,en,261,2.8,False
beautyvibesdaily,Auto-Generated,Combos,en,1782,2.3,False
selflife2025,Auto-Generated,Combos,en,2402,3.4,False
glowdaydaily,Auto-Generated,Combos,en,233,2.7,False
wellnessmood2025,Auto-Generated,Combos,en,4400,3.3,False
spalove2024,Auto-Generated,Combos,en,4679,2.5,False
skintimedaily,Auto-Generated,Combos,en,1556,3.5,False
glowtime2024,Auto-Generated,Combos,en,3290,3.1,False
spagoals2025,Auto-Generated,Combos,en,54,3.3,False
glowgoalsdaily,Auto-Generated,Combos,en,2936,2.8,False
wellnessday2025,Auto-Generated,Combos,en,1671,3.2,False
beautygoals2024,Auto-Generated,Combos,en,1599,2.4,False
wellnesslove2024,Auto-Generated,Combos,en,4254,2.4,False
beautymooddaily,Auto-Generated,Combos,en,4337,2.6,False
wellnesslife2025,Auto-Generated,Combos,en,1154,2.3,False
spatime2024,Auto-Generated,Combos,en,1220,2.7,False
glowlove2025,Auto-Generated,Combos,en,4359,3.0,False
glowlife2025,Auto-Generated,Combos,en,20,2.9,False
wellnesstimedaily,Auto-Generated,Combos,en,52,2.3,False
beautytime2025,Auto-Generated,Combos,en,84,3.1,False
beautyvibes2024,Auto-Generated,Combos,en,3930,3.3,False
glowday2024,Auto-Generated,Combos,en,336,2.9,False
wellnesslifedaily,Auto-Generated,Combos,en,1534,3.4,False
selfvibes2024,Auto-Generated,Combos,en,214,2.3,False
glowlife2024,Auto-Generated,Combos,en,239,2.4,False
beautylove2025,Auto-Generated,Combos,en,69,2.5,False
spamood2025,Auto-Generated,Combos,en,4287,2.9,False
selfcare2025,Auto-Generated,Combos,en,1130,2.7,False
skingoalsdaily,Auto-Generated,Combos,en,124,2.8,False
glowmooddaily,Auto-Generated,Combos,en,946,2.7,False
spadaydaily,Auto-Generated,Combos,en,378,3.5,False
wellnessdaydaily,Auto-Generated,Combos,en,421,2.9,False
selfmood2024,Auto-Generated,Combos,en,48,3.0,False
selfday,Auto-Generated,Combos,en,3045,2.9,False
beautylove2024,Auto-Generated,Combos,en,317,2.4,False
beautymood2024,Auto-Generated,Combos,en,336,2.9,False
spaday2024,Auto-Generated,Combos,en,1978,2.9,False
spalife2024,Auto-Generated,Combos,en,454,2.7,False
spagoalsdaily,Auto-Generated,Combos,en,3663,3.3,False
beautyday2025,Auto-Generated,Combos,en,96,3.3,False
glowlifedaily,Auto-Generated,Combos,en,249,3.2,False
glowvibes2025,Auto-Generated,Combos,en,2213,2.7,False
spavibes2024,Auto-Generated,Combos,en,474,2.4,False
beautylife2024,Auto-Generated,Combos,en,411,3.0,False
wellnesscare2024,Auto-Generated,Combos,en,147,2.8,False
skintime2025,Auto-Generated,Combos,en,148,2.4,False
selftime2025,Auto-Generated,Combos,en,1593,2.8,False
glowvibes2024,Auto-Generated,Combos,en,443,2.8,False
skingoals2025,Auto-Generated,Combos,en,3897,3.4,False
beautytimedaily,Auto-Generated,Combos,en,4813,3.4,False
massagehack2024,Filler,Auto,en,177,3.0,False
skinpowers,Filler,Auto,en,478,2.8,False
yogamagics,Filler,Auto,en,247,2.6,False
spapower,Filler,Auto,en,439,2.1,False
massageinspo2025,Filler,Auto,en,222,2.8,False
beautyinspo2024,Filler,Auto,en,387,2.3,False
spasecret2025,Filler,Auto,en,179,2.6,False
yogatips2025,Filler,Auto,en,180,2.4,False
massagemagic,Filler,Auto,en,278,2.9,False
spamagic,Filler,Auto,en,115,2.9,False
spahack,Filler,Auto,en,108,2.7,False
yogatipss,Filler,Auto,en,92,3.1,False
skinmagic2024,Filler,Auto,en,72,2.9,False
massagesecrets,Filler,Auto,en,441,3.2,False
spaboost2024,Filler,Auto,en,427,2.6,False
beautyhack2025,Filler,Auto,en,193,2.9,False
skininspo2025,Filler,Auto,en,229,3.3,False
beautytipss,Filler,Auto,en,306,3.4,False
beautysecret2025,Filler,Auto,en,42,2.7,False
skinsecret2025,Filler,Auto,en,322,2.7,False
wellnesspower2025,Filler,Auto,en,180,3.3,False
massageboost2025,Filler,Auto,en,215,3.2,False
wellnessinspos,Filler,Auto,en,224,3.3,False
spamagic2025,Filler,Auto,en,185,2.4,False
beautymagic2024,Filler,Auto,en,484,2.8,False
massageboosts,Filler,Auto,en,365,2.4,False
skinsecrets,Filler,Auto,en,103,3.0,False
spaboosts,Filler,Auto,en,252,3.2,False
yogatips2024,Filler,Auto,en,305,3.1,False
beautypowers,Filler,Auto,en,314,3.2,False
massageinspo2024,Filler,Auto,en,117,2.0,False
spahack2024,Filler,Auto,en,92,2.2,False
skinpower,Filler,Auto,en,328,2.1,False
beautytips2024,Filler,Auto,en,364,2.0,False
yogainspos,Filler,Auto,en,76,3.1,False
beautyboost2025,Filler,Auto,en,335,2.7,False
skinpower2025,Filler,Auto,en,78,3.4,False
yogasecret2025,Filler,Auto,en,225,3.2,False
spatipss,Filler,Auto,en,300,2.9,False
yogapower,Filler,Auto,en,219,3.1,False
spahacks,Filler,Auto,en,58,2.3,False
massagemagics,Filler,Auto,en,350,3.0,False
beautysecret,Filler,Auto,en,317,2.1,False
massageboost,Filler,Auto,en,262,2.1,False
wellnessmagic2024,Filler,Auto,en,338,2.1,False
wellnessboost2024,Filler,Auto,en,144,2.4,False
